"task_id","scenario_id","replicate","sample_size","accuracy","borrowing","robust_responsibility","failed","error","positive_definite","quantity","truth","posterior_mean","posterior_sd","q025","median","q975","covers_truth","standardized_bias","interval_width"
1,2,1,0,"weak","none",NA,FALSE,-0.0654309570896495,TRUE,"survival_at_80",0.36,0.29456904291035,0.106624951925368,0.0840994147829179,0.293452464599652,0.516216913029054,TRUE,-0.613655208355429,0.432117498246136
1,2,1,0,"weak","none",NA,FALSE,0.071855111938604,TRUE,"survival_slope_20",0.64,0.711855111938604,0.0800338072914604,0.558290384646623,0.711316313169285,0.868214541707276,TRUE,0.897809492892523,0.309924157060654
1,2,1,0,"weak","none",NA,FALSE,0.963081642246312,TRUE,"growth_increment_80",8.4,9.36308164224631,0.82160314721699,7.73025388341147,9.36687868648623,10.8738334981109,TRUE,1.17219809284878,3.14357961469946
1,2,1,0,"weak","none",NA,FALSE,-0.772938645871325,TRUE,"growth_slope_20",-2.4,-3.17293864587133,0.33753940329669,-3.82229553247003,-3.17521371748187,-2.50317788794028,FALSE,-2.28992123089087,1.31911764452975
1,2,1,0,"weak","none",NA,FALSE,-0.148210319322162,TRUE,"log_growth_sd",1.50407739677627,1.35586707745411,0.18113005806229,1.01234425714606,1.35285152137482,1.7203303204027,TRUE,-0.818253584787085,0.707986063256638
1,2,1,0,"weak","none",NA,FALSE,0.39240501789957,TRUE,"log_recruitment_at_80",-1.69314718055995,-1.30074216266038,0.4955898470305,-2.30482296020273,-1.29841949686988,-0.420681966503167,TRUE,0.79179390023989,1.88414099369956
1,2,1,0,"weak","none",NA,FALSE,-0.198796781031945,TRUE,"recruitment_slope_20",1.5,1.30120321896805,0.296335490904666,0.74976857410692,1.29777258972254,1.90771160103925,TRUE,-0.670850394682898,1.15794302693233
1,2,1,0,"weak","none",NA,FALSE,0.51797513412442,TRUE,"recruit_mean_80",44.6,45.1179751341244,1.65055121894934,41.9206155401615,45.1307530550543,48.3701965540916,TRUE,0.313819485380247,6.44958101393004
1,2,1,0,"weak","none",NA,FALSE,0.0366544090902146,TRUE,"recruit_mean_slope_20",0.4,0.436654409090215,0.90218930638333,-1.26748637276847,0.437070565912879,2.18883015542953,TRUE,0.0406282903497866,3.456316528198
1,2,1,0,"weak","none",NA,FALSE,0.0541577492937229,TRUE,"log_recruit_sd",1.25276296849537,1.30692071778909,0.0859174048027544,1.13648368808582,1.30628473642235,1.48573906173728,TRUE,0.630346661634577,0.349255373651466
1,2,1,0,"weak","none",NA,FALSE,NA,TRUE,"log_process_precision",NA,1.85544329791453,0.201975225799773,1.46706063714437,1.85348889239845,2.24385385416079,NA,NA,0.776793217016413
2,26,2,0,"weak","none",NA,FALSE,0.213395685579685,TRUE,"survival_at_80",0.36,0.573395685579685,0.111335848002237,0.364634067306113,0.577377799973309,0.789422984918509,FALSE,1.91668442293086,0.424788917612396
2,26,2,0,"weak","none",NA,FALSE,-0.0255490380529106,TRUE,"survival_slope_20",0.64,0.614450961947089,0.0727290780427944,0.466399706235298,0.615551843912831,0.752347764603266,TRUE,-0.35129055311106,0.285948058367968
2,26,2,0,"weak","none",NA,FALSE,-1.13345280708604,TRUE,"growth_increment_80",8.4,7.26654719291396,0.812476257973657,5.68262099038701,7.24837938330149,8.92378155304896,TRUE,-1.39505960446513,3.24116056266195
2,26,2,0,"weak","none",NA,FALSE,0.651628787029212,TRUE,"growth_slope_20",-2.4,-1.74837121297079,0.351817427532962,-2.42443291179894,-1.743863064438,-1.05849932965958,TRUE,1.85217881785621,1.36593358213936
2,26,2,0,"weak","none",NA,FALSE,0.081627259408154,TRUE,"log_growth_sd",1.50407739677627,1.58570465618443,0.147209484987817,1.29984451632105,1.58208048030051,1.8616196272378,TRUE,0.554497282664288,0.561775110916741
2,26,2,0,"weak","none",NA,FALSE,0.179674436834872,TRUE,"log_recruitment_at_80",-1.69314718055995,-1.51347274372507,0.297724849611275,-2.09767340459255,-1.51049231207738,-0.911866719381614,TRUE,0.603491569714334,1.18580668521094
2,26,2,0,"weak","none",NA,FALSE,-0.191241266708487,TRUE,"recruitment_slope_20",1.5,1.30875873329151,0.18730746119629,0.942296827029144,1.31425492926231,1.6785138108947,TRUE,-1.02100186232344,0.736216983865556
2,26,2,0,"weak","none",NA,FALSE,0.855871143944384,TRUE,"recruit_mean_80",44.6,45.4558711439444,1.08111371070903,43.3890952860421,45.4502491261848,47.5084518700051,TRUE,0.79165691403828,4.11935658396306
2,26,2,0,"weak","none",NA,FALSE,-0.647689616572728,TRUE,"recruit_mean_slope_20",0.4,-0.247689616572728,0.602550438283926,-1.38899289205071,-0.234879107298002,0.90918593521591,TRUE,-1.07491352660428,2.29817882726662
2,26,2,0,"weak","none",NA,FALSE,-0.0434086794495194,TRUE,"log_recruit_sd",1.25276296849537,1.20935428904585,0.059498706001606,1.08886324412595,1.20891592949385,1.32492325606589,TRUE,-0.729573504478361,0.236060011939941
2,26,2,0,"weak","none",NA,FALSE,NA,TRUE,"log_process_precision",NA,5.75676445621426,1.19295362463832,3.43140426899413,5.75481246323189,8.04797805386563,NA,NA,4.6165737848715
3,50,3,0,"weak","none",NA,FALSE,0.127311340381049,TRUE,"survival_at_80",0.36,0.487311340381049,0.122116920996782,0.25470246497533,0.48071003906563,0.734558491637173,TRUE,1.04253644246734,0.479856026661842
3,50,3,0,"weak","none",NA,FALSE,0.0706799149133315,TRUE,"survival_slope_20",0.64,0.710679914913331,0.0851953695699825,0.540087542716793,0.708366605804406,0.873846833324504,TRUE,0.82962155420046,0.333759290607711
3,50,3,0,"weak","none",NA,FALSE,0.100716550057671,TRUE,"growth_increment_80",8.4,8.50071655005767,0.96661406800687,6.56642483574259,8.49187777790295,10.2832222628135,TRUE,0.104195204054236,3.71679742707087
3,50,3,0,"weak","none",NA,FALSE,0.681864070139984,TRUE,"growth_slope_20",-2.4,-1.71813592986002,0.464892449433091,-2.63469828386402,-1.71888156189157,-0.845417167540178,TRUE,1.46671358283293,1.78928111632385
3,50,3,0,"weak","none",NA,FALSE,0.213342772648805,TRUE,"log_growth_sd",1.50407739677627,1.71742016942508,0.163873268100049,1.40807431337011,1.71907447064474,2.03648105445124,TRUE,1.30187659721629,0.628406741081123
3,50,3,0,"weak","none",NA,FALSE,0.736479703881163,TRUE,"log_recruitment_at_80",-1.69314718055995,-0.956667476678782,0.138334139686356,-1.24118588770543,-0.952601468742605,-0.700237379868946,FALSE,5.32391863318034,0.540948507836488
3,50,3,0,"weak","none",NA,FALSE,-0.453813298452297,TRUE,"recruitment_slope_20",1.5,1.0461867015477,0.112306338118874,0.844670256426989,1.04587256795945,1.26989373997724,FALSE,-4.04085206635395,0.425223483550249
3,50,3,0,"weak","none",NA,FALSE,-0.324913922273126,TRUE,"recruit_mean_80",44.6,44.2750860777269,0.674138571298832,42.8592684209212,44.2857658947906,45.5150205074594,TRUE,-0.481969043318689,2.65575208653826
3,50,3,0,"weak","none",NA,FALSE,0.691791218463726,TRUE,"recruit_mean_slope_20",0.4,1.09179121846373,0.40931768041391,0.282206250161439,1.07919348007954,1.91032423631202,TRUE,1.69010832311024,1.62811798615058
3,50,3,0,"weak","none",NA,FALSE,-0.00663856379160843,TRUE,"log_recruit_sd",1.25276296849537,1.24612440470376,0.100916717837711,1.04049787546732,1.2488005802798,1.43070706741005,TRUE,-0.0657825971142283,0.390209191942733
3,50,3,0,"weak","none",NA,FALSE,NA,TRUE,"log_process_precision",NA,4.8635026746689,1.25741776208071,2.5110650612728,4.84966617865018,7.26364780029243,NA,NA,4.75258273901963
